depmap_id,cell_line_display_name,AICA RIBONUCLEOTIDE (GDSC1:1001),VELBAN (GDSC1:1004),CIS-DDP (GDSC1:1005),CYTARABINE (GDSC1:1006),DOCETAXEL (GDSC1:1007),ABITREXATE (GDSC1:1008),NAVITOCLAX (GDSC1:1011),MK-0683 (GDSC1:1012),BAY 869766 (GDSC1:1014),212631-79-3 (GDSC1:1015),AY-22989 (GDSC1:1016),BOSULIF (GDSC1:1019),AG-13736 (GDSC1:1021),AZD7762 (GDSC1:1022),A-154475 (GDSC1:1024),17-AAG (GDSC1:1026),ELESCLOMOL (GDSC1:1031),AFATINIB (GDSC1:1032),PLX 4720 (GDSC1:1036),BX-795 (GDSC1:1037),BORTEZOMIB (GDSC1:104),681640 (GDSC1:1046),NUTLIN-3A (-) (GDSC1:1047),MIRIN (GDSC1:1048),ZM 447439 (GDSC1:1050),MK 2206 (GDSC1:1053),PALBOCICLIB (GDSC1:1054),BEZ235 (GDSC1:1057),PICTILISIB (GDSC1:1058),AZD-8055 (GDSC1:1059),ERK5-IN-1 (GDSC1:106),PD 0325901 (GDSC1:1060),SB-590885 (GDSC1:1061),ARRY-886 (GDSC1:1062),AK-55409 (GDSC1:1066),PACLITAXEL (GDSC1:11),JNJ-26854165 (GDSC1:1133),HG-5-113-01 (GDSC1:1142),TW 37 (GDSC1:1149),ZG-10 (GDSC1:1161),QL-VIII-58 (GDSC1:1166),CCT 018159 (GDSC1:1170),AG-014699 (GDSC1:1175),GSK 269962A (GDSC1:1192),QL-XII-61 (GDSC1:1203),PFI-1 (GDSC1:1219),AK176060 (GDSC1:1230),UNC 0683 (GDSC1:1236),YK 4-279 (GDSC1:1239),(5Z)-7-OXOZEAENOL (GDSC1:1242),PIPERLONGUMINE (GDSC1:1243),APO866 (GDSC1:1248),TALAZOPARIB (GDSC1:1259),RTRAIL (GDSC1:1261),ICL1100013 (GDSC1:1266),NVP-XAV939 (GDSC1:1268),GSK 269962A (GDSC1:127),DOXORUBICIN (GDSC1:133),ETOPOSIDE (GDSC1:134),GEMCITABINE (GDSC1:135),MITOMYCIN-C (GDSC1:136),PLX 4720 (GDSC1:1371),TRAMETINIB (GDSC1:1372),DABRAFENIB (GDSC1:1373),AFATINIB (GDSC1:1377),BLEOMYCIN (50 UM) (GDSC1:1378),EXELBINE (GDSC1:140),SN38 (GDSC1:1494),ARRY-886 (GDSC1:1498),944328-88-5 (GDSC1:151),1080622-86-1 (GDSC1:152),BAY 869766 (GDSC1:1526),PICTILISIB (GDSC1:1527),PEVONEDISTAT (GDSC1:1529),BENZOYLSTAUROSPORINE (GDSC1:153),LADUVIGLUSIB (GDSC1:154),AP-24534 (GDSC1:155),AK-55409 (GDSC1:156),JNK INHIBITOR 9L (GDSC1:157),PF-00562271 (GDSC1:158),HG6-64-1 (GDSC1:159),(+)-JQ-1 (GDSC1:163),JQ12 (GDSC1:164),DIMETHYLOXALYLGLCINE (GDSC1:165),AR-12 (GDSC1:167),ANCHUSIN (GDSC1:170),EMBELIC ACID (GDSC1:172),FH535 (GDSC1:173),GTPL5238 (GDSC1:175),IPA 3 (GDSC1:176),GSK 650394 (GDSC1:177),BAY-61-3606 (GDSC1:178),FLUOROURACIL (GDSC1:179),OCTANOIC ACID (GDSC1:180),GX15-070 (GDSC1:182),BMS-754807 (GDSC1:184),BEXAROTENE (GDSC1:186),BLEOMYCIN (GDSC1:190),AUY (GDSC1:194),DBI (GDSC1:196),PAZOPANIB (GDSC1:199),DACINOSTAT (GDSC1:200),EPO906 (GDSC1:201),BMS-345541 (GDSC1:203),TIPIFARNIB (GDSC1:204),AS601245 (GDSC1:207),ISPINESIB (GDSC1:208),AT-7519 (GDSC1:219),KIN001-201 (GDSC1:221),BX-912 (GDSC1:222),KIN001-167 (GDSC1:223),AS-605240 (GDSC1:224),GENENTECH CPD 10 (GDSC1:225),GSK-1070916 (GDSC1:226),AKT INHIBITOR VIII (GDSC1:228),ENZASTAURIN (GDSC1:229),QL-XII-47 (GDSC1:235),UNC 0683 (GDSC1:245),CABOZANTINIB (GDSC1:249),WZ3105 (GDSC1:252),JW-7-24-1 (GDSC1:256),NPK76-II-72-1 (GDSC1:257),NG-25 (GDSC1:260),TL-1-85 (GDSC1:261),VX-11E (GDSC1:262),ACY-1215 (GDSC1:264),TUBASTATIN A (GDSC1:265),SEPANTRONIUM BROMIDE (GDSC1:268),NSC-207895 (GDSC1:269),AR 42 (GDSC1:272),CUDC 101 (GDSC1:273),BELINOSTAT (GDSC1:274),GSK525762A (GDSC1:275),CAY10603 (GDSC1:276),BIX 02189 (GDSC1:279),ALECENSA (GDSC1:281),EKB 569 (GDSC1:282),EX-8678 (GDSC1:283),KIN001-244 (GDSC1:287),KIN001-042 (GDSC1:289),ACHP (GDSC1:290),KIN001-266 (GDSC1:291),AB1010 (GDSC1:292),AMUVATINIB (GDSC1:293),MPS-1-IN-1 (GDSC1:294),BHG712 (GDSC1:295),OSI 930 OSI930 (GDSC1:298),A-1065-5 (GDSC1:299),284461-73-0 (GDSC1:30),CX 5461 (GDSC1:300),PHA 793887 (GDSC1:301),PI 103 (GDSC1:302),PIK 93 (GDSC1:303),SB 52334 (GDSC1:304),TPCA-1 (GDSC1:305),FEDRATINIB (GDSC1:306),EXEL-2880 (GDSC1:308),Y-39983 (GDSC1:309),YM 201636 (GDSC1:310),WYE-125132 (GDSC1:317),SNX 2112 (GDSC1:328),QL-XI-92 (GDSC1:329),XMD13-2 (GDSC1:330),QL-X-138 (GDSC1:331),T0901317 (GDSC1:333),TENOVIN-6 (GDSC1:342),THZ-2-49 (GDSC1:344),CDK9 INHIBITOR (GDSC1:345),THZ-2-102-1 (GDSC1:346),NVP-TAE 684 (GDSC1:35),AT7867 (GDSC1:356),CI-1033 (GDSC1:362),PF-00299804 (GDSC1:363),TWS119 (GDSC1:366),TORIN 2 (GDSC1:371),PILARALISIB (GDSC1:372),GSK1059615 (GDSC1:374),SAR245409 (GDSC1:375),BIBF-1120 (GDSC1:380),AST-1306 (GDSC1:381),APITOLISIB (GDSC1:382),KB NB 142-70 (GDSC1:407),NSC 83265 (GDSC1:41),CPI-613 (GDSC1:415),CAY10566 (GDSC1:416),ALISERTIB (GDSC1:431),FLAVOPIRIDOL (GDSC1:432),C-75 (GDSC1:435),"CAP-232, TT-232, TLN-232 (GDSC1:436)",TRICHOSTATIN A (GDSC1:437),FARYDAK (GDSC1:438),LCL161 (GDSC1:439),IMD-0354 (GDSC1:442),MIM 1 (GDSC1:446),CD532 (GDSC1:449),GAMMA-SECRETASE INHIBITOR 1 (GDSC1:45),NSC319726 (GDSC1:461),ARRY-520 (GDSC1:474),SB 505124 (GDSC1:476),LDN-193189 (GDSC1:478),SU-11248 (GDSC1:5),DASATINIB (GDSC1:51),CGP 60474 (GDSC1:53),FINGOLIMOD HYDROCHLORIDE; GILENYA; TDI-132; IMUSERA; GILENIA (GDSC1:546),A-770041 (GDSC1:55),BAM7 (GDSC1:552),KOBE2602 (GDSC1:563),BI-2536 (GDSC1:60),BMS 536924 (GDSC1:62),BMS-509744 (GDSC1:63),CMK (GDSC1:64),CHLORIDINE (GDSC1:71),JW-7-52-1 (GDSC1:83),A-443654 (GDSC1:86),GW843682X (GDSC1:87),ENTINOSTAT (GDSC1:88),PARTHENOLIDE (GDSC1:89),LLL CPD (GDSC1:9)
ACH-000574,FUOV1,,,,,,,,,,,,,,,,,-3.591609866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.687385846,,,,,,,,,,3.407330036,,,,,,,,,,,,,,,,,,0.196700893,,-1.239968129,-2.453918445,,11.65158034,3.039202547,-0.247619846,4.50925307,3.990634818,,,,,,-4.443259214,0.18768906,,,,,11.43384511,,-5.016457515,-4.971889584,,3.093616382,2.904346818,,,,,-0.198058189,3.981585989,3.103748832,,,,3.039521636,,,,2.785237552,3.157808744,,,,1.30943265,,,4.316386413,,,4.132669927,,0.892902138,,,,-6.467745043,,,,,,,,,,4.186754159,,,,1.484451673,,,,1.944336549,0.334567838,,,,,,,2.365288419,,3.760666786,3.781866928,,-3.394905326,,,,3.376548926,3.416374392,1.692645245,,1.176787401,,2.453567361,2.409745322,2.548599723,,,7.303417064,,,-0.420288213,,4.133637929,-3.638866836,-4.892846368,,1.046910474,,0.621643975,,,,,0.978553445,,,,3.061557698,,,,,,,,,,,,,,
ACH-000617,OVCAR4,10.04328888,,,,,,,3.128802244,,,,,,-1.993016762,,,-6.99819201,,,,-10.74232975,,,,,,,,,,,,,,,-5.78485505,,2.399246845,-1.064093945,2.51461973,-1.388911545,,,,,,,,1.997284878,2.454310297,2.887817463,,,,,,,-1.552939293,,,0.769531156,,-3.40638869,,,,-8.911228585,,,,,,,,,,,,-0.001078314,,0.42239579,,,7.664487168,2.789241291,0.2818085,4.109031597,2.557163317,1.132327401,4.636391608,,,,-7.789734606,-0.274711277,0.654669555,,4.669876317,-5.576572411,11.38068774,,-3.973515004,-7.901544565,,2.36239963,2.22311205,,,,,,,2.265167983,,,,3.029469729,4.649620995,,,3.003016689,,,,,,,,,,0.514564643,,,,,,,,,,,4.272039478,,,,,,,1.084793279,,,,,,,,1.308999106,,,,,,,,,3.935007508,4.058140633,,,-0.724358464,,4.036057913,3.611680866,,,,,,4.264346765,2.608308388,0.306792656,,2.174233007,,,,-0.538191918,,4.088245884,-0.592859428,-2.006260619,,,4.029256751,1.151919682,0.303306074,-8.852790429,,2.968071466,1.387700069,,,-3.124087041,3.812913583,1.519043312,,,-4.324028668,,,1.750410696,2.598013743,-4.99020189,-1.850975166,-5.403330316,1.593467825,1.99375492,-2.687996658
ACH-000657,A2780,10.93889472,-7.964235158,2.872930788,-1.276924075,-7.514022923,-3.169503949,,2.694344386,,1.762494467,-2.335926638,,0.864803146,-0.048309308,-1.889200802,-2.459034557,-7.067095322,,,,,,,6.220465773,,,,-2.681658917,,,,,,,2.15461354,,,1.825840374,-1.987417131,1.705335536,-0.995993798,2.816056212,1.967800162,,1.959919591,,,4.277272821,1.902342475,1.622202916,,,0.811571696,,1.302071612,,,-5.739927821,2.069598322,,,,-2.92474782,,,,-6.819224967,-4.777548609,,,2.214111963,,,,,,,,-0.836738379,,1.786347942,,,11.27475711,0.987918529,1.47345726,3.969581224,2.24770428,0.930792976,3.417482395,,-0.037360657,1.028994608,-8.000640453,-2.648059047,-0.850290521,,-1.494187089,-7.143808626,7.645552713,2.880620884,-4.132351493,-9.75719304,1.241146652,-0.462610238,,-6.984503218,-1.435374462,,-0.64954991,0.060641642,1.658048887,1.47626832,-0.875121533,3.156241613,2.389733542,-0.995820838,3.60108982,2.011358512,-2.754194378,,2.275642,2.432759776,2.611901299,-0.669510535,2.609854213,,,,-1.104621546,-1.078463785,-0.664998821,,0.280398515,4.222958348,,0.253528987,-8.234338496,,,4.270250607,3.916505783,4.078638929,,3.45671331,2.890416765,3.272633868,-2.272434915,,0.687671353,-1.416489339,-3.491886819,0.549038663,3.019841219,1.531345528,1.120425908,-2.219980434,2.943814031,2.098002468,-2.402401016,-5.091714002,3.115457332,3.212942435,,,2.528839232,-0.989808346,,-5.89655423,,2.864818766,3.491008187,2.63527993,2.664150359,-3.15195245,4.176885006,0.067343996,,2.508451798,2.937324586,-0.297538725,1.905459043,,,,,-2.513009263,,,-3.067622736,-4.217871741,,-0.130436161,,0.320459432,,-7.846226038,-7.98268819,1.267409801,0.914947514,,,,3.808849524,,,,,,,,,,,,,,
ACH-000663,OVTOKO,9.945941994,-6.658117729,3.037116347,0.514535778,,,0.423389141,1.126825749,,,,-0.145363331,,-2.339401972,,-2.317468969,-7.339041517,,,1.164062775,,,,,,,,-4.690548691,-1.31194584,-1.354198624,,,,,1.666878438,,,2.347610437,-1.558755869,2.507458589,1.042232885,,,,,,,3.565510336,1.5744608,1.823078793,2.026173034,,,,,,,,,-7.147225362,-1.879020322,,,,,3.381721506,,,,,,,0.31889769,,-2.039661241,,-1.231866589,,-1.82452329,,-0.191276027,-4.267066974,,9.92100098,3.81982702,0.987568867,,2.999301331,0.641679317,,,0.661736445,,-5.246448611,-0.893964092,0.748252056,,-0.016835874,-5.859262542,11.59221052,,-4.059772468,-6.167039462,3.617222615,2.689239688,1.380569049,,3.112636036,,,,,3.07257822,,,,1.862602995,3.963328609,,,,,3.338463477,,,,,0.012881593,,0.770124513,1.420512947,1.362846764,,2.360407634,,,,-3.087147085,,,,4.214211026,4.114622745,,,,,4.319503387,,,,1.896093247,,,,2.77988703,0.377040964,,,,,,,,,3.936786641,3.019628794,,-2.092697688,,,,3.955531313,,1.997821404,,3.67080373,,,,,,,,,,,,,-0.886615217,-3.498290009,,1.958423332,4.31785927,,,,,,2.163094013,,,,4.067017215,,,,,,,,,,,,,,
ACH-000688,OV7,,,,,-6.624550171,,,2.267086816,,,,,,0.503959398,,-2.193839953,-3.656381624,,,1.915876946,,,,,,,,,,,,,,,,,,0.513978346,,2.742000376,-0.556750863,,,1.997132445,,,,,,1.602564313,2.101955234,,,,,,,,,,,,,,,3.884185748,,-4.101512053,,,2.873491425,,1.357665431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.231932991,,,,-0.19403883,,,1.537846219,,1.660402072,,,0.817215163,0.523719876,4.476850322,,,2.769040901,,,,,3.958287536,,-5.607672255,3.446835714,-0.255684433,0.565758429,0.166940404,,1.410945762,,2.287988595,,-3.908265632,,,,4.03269923,4.259302673,,,3.127725294,,,,,3.275467976,1.679773676,2.997376495,,,3.218718149,-0.495842839,,2.07753098,,-1.91147965,,,3.109330182,,4.085072445,,,,,,,3.984737924,,3.051732317,,1.143679954,,,2.940117681,2.387436768,,,7.877453609,,,-1.93729024,,3.671941395,-0.583272244,-3.383313024,,2.448176027,,2.175460671,,,,,1.54630523,,,,3.883287076,,,,,,,,,,,,,,
ACH-000696,OVCAR8,10.18570391,-6.917742441,,-2.19057726,-8.285928434,,,1.265623572,,,,,,-1.101795238,-0.244654593,-3.057825376,-7.721329549,,,,,0.942035085,,,,,,-4.232927574,,,,,,,,,,1.835558565,-1.851661916,1.407048318,-0.585716701,2.469712798,,,,,,4.159918612,1.605618179,1.595436365,2.532213559,,0.615927891,,1.344673146,,,-4.064094106,0.661951689,-6.942756008,-1.642138935,,,,,-0.716738345,-6.186066124,-7.363530053,,,3.383469284,,,,,,,,-1.216245923,,0.544102868,0.106384822,,10.04818141,2.275977072,-0.667628013,4.169670833,3.509118895,0.480822595,,,,1.443796652,-5.546465427,-3.265704762,,,,-5.545377813,11.08826011,,-5.302024667,-9.424886531,3.285928243,3.360029659,2.704103247,-4.586277822,0.747447067,,,2.026971946,,,,,,0.662519,3.07407817,,0.106542724,2.735590905,1.317443766,3.06873909,,,3.28750831,3.651434188,,,-2.570986264,-1.855926704,-1.701637761,,-0.803660126,,,,-4.782001155,,,4.011883787,4.112916277,4.127418187,,3.52388994,,,,,0.341062987,3.239955975,-0.503263659,4.181506196,,,3.065164905,-0.112736626,,2.139852366,,-4.755152719,,,,,4.047449769,-0.032435678,,-5.199014393,,,,,,1.497145733,,3.089312219,,3.974047859,2.892310328,3.594315544,,,7.023467211,,,-2.704238703,,,-2.702535845,-4.607540097,,2.856809845,4.699682519,0.507840625,,,-7.552501567,,0.62996353,,,,2.620310849,,,,,,,,,,,,,,
ACH-000704,OAW42,,,,,,,0.714814814,1.678948174,,,,,,0.633702951,-0.326505025,,-3.580559555,,,,,,,6.583599694,,,,,1.217176044,0.697123511,,,,,,,,,-0.361961327,,,,,,,,,,2.158865911,0.386574771,1.458815863,,3.233182713,,3.652062759,,,-1.506643601,3.782036503,-2.490358282,-2.632079285,,-0.450675018,,,,,-6.485677398,,,,,-0.926894323,-0.935212218,,,,,-0.381354627,,1.534454405,,,9.525176995,3.247078605,-0.079259724,3.847091313,1.491810334,,,,,,-5.382560044,-1.068663486,,,-0.607698061,-4.454308156,11.63358022,,-4.833618048,-9.606389437,,1.704573495,2.620529192,,,,,,2.449550249,,,,,2.525135465,5.18366394,,,2.627424177,,,,,,,-3.654400099,4.302426502,0.584883914,0.899008674,1.090829201,,2.148311905,,,,-5.071629606,,,,,,3.931488389,,,,,,,,,,,,3.049127754,0.381848134,,,,,,,,,4.273777947,3.435290844,,-0.219720216,,,,4.259474558,,-0.223911368,,-0.537575696,,,,-0.018609409,4.163975857,,6.666472767,,,,,,-0.652468008,-1.001275026,,0.883911561,5.229885495,2.000962878,,,,,1.89274679,,,,3.311576029,,,,,,,,,,,,,,
ACH-000713,CAOV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.677474171,,,-1.83570181,,,,,,,,,,2.983804411,,,,,,,,0.577213096,,,,,10.30254737,3.793709726,-0.002854793,,,,,,,,,1.054856431,,,,-4.037618438,9.367273044,,,,3.997418103,,,-4.551073696,,,,,4.215416108,3.15836002,-5.545205551,,,3.155913103,4.052624167,,,3.024496938,,3.326493415,,,,,-4.461020939,,1.987828403,1.217901467,2.648677315,,3.018157576,,,,,,,,,,,,,,,,,-0.396618264,,3.583780934,,,3.238757764,-0.224356194,,,,-3.55633045,,,2.242814182,,3.668549067,1.406619743,,-3.102450699,,,2.366499543,2.835842248,2.6925618,-1.828526223,,0.115625951,,,2.096453159,2.903828253,2.701083742,,7.126938955,,-0.291403817,-1.92932404,,4.20380319,,,,-0.19201174,,0.875333399,,,-6.321537808,,1.638311136,,,,3.058378625,,,,,,,,,,,,,,
ACH-000719,RMGI,,,,,,,0.125697559,2.218926697,,,,,,,,,,,,,,,,6.203569535,,,0.375427182,,,,,,,,,,,,-1.375653828,,,,,,,1.066108713,,,1.023798478,-0.981907504,1.435350266,,,,1.776036932,,,-0.923297626,,,2.108266725,,-2.960856563,,-2.004866153,3.73186186,,,,,,,-0.38061672,,,,,,-0.436355098,,1.699204254,,,10.39273977,2.437462899,0.115359922,3.66816182,,,4.73919852,,,,,0.593344201,,,,,10.82763843,,-2.397540555,,3.968225171,,,,2.644827175,,,1.632128681,,3.278696348,,3.2955646,,,3.797766519,,-0.531115227,2.34208743,,2.876161681,,,2.552025572,,,,-0.018175251,-2.109524785,0.059690912,,1.657510548,,,,-3.183252027,,,,3.63953342,,,,2.723232956,,-1.380054396,,,,-0.711253972,,2.646802358,,3.156804841,0.411540154,,,1.466488197,,,,0.616564761,,2.792610279,0.533843717,,,,,3.247891551,2.520795045,3.352771471,,,-0.275577849,,,2.913072572,0.964792259,3.710188901,,7.842345581,,,-1.228954299,,,-1.346557826,-2.155660793,,0.219785615,,-0.10686201,,,,,2.24611555,,,,3.063934169,,,,,,,,,,,,,,
ACH-000811,SKOV3,,,,,,,,2.96674233,,,,,,-0.602367155,0.789109091,-1.590053306,-6.334331005,,,,,,,,,,,,,0.491516443,,,,,,,,,-0.526304677,,,,,,,,,,,3.108340668,3.241744252,,,,,,,-4.378370137,,-5.358101296,-1.386091989,,,,,4.886345765,,-3.555568263,,,2.744643729,,,,,,,,1.612276204,,0.099234537,-2.700901946,0.345357337,10.85128293,2.443945215,1.927651346,3.108411592,4.354756986,1.154478449,4.71970248,,,,,-0.366886779,,,-0.009740535,-6.792005013,11.41804166,,-4.705449056,-6.206911491,3.215860511,2.2122892,2.50246221,-6.133125128,-1.228616235,,,1.127948096,,1.544214191,,2.392585565,1.124490769,1.020075378,3.170568201,,-1.176137693,,2.600808251,3.207082677,,,3.477422652,,,,-0.942023771,-0.838725979,-0.830984072,,0.167937774,,,,-5.846155549,4.308154467,,,4.25046188,4.26787338,,,,,,,,,-1.37781093,,,,,0.141029451,,,1.167422177,-3.0005355,,,,,3.364667409,1.732572612,,-4.447422544,,4.311038434,,3.384986758,2.722895554,0.772386481,,0.968445513,,3.870367804,3.625913074,1.031891601,,,,,,,,4.072136364,-1.468323533,-4.26392143,-3.914485933,,,1.359760816,,,,,1.964577922,,,,3.942772248,,,,,,,,,,,,,,
ACH-000885,TOV21G,10.61882206,-7.727578046,1.950797379,-1.2031924,-9.049595126,,,0.658769855,,,,-0.233118555,0.965641101,-2.104746669,-5.297613538,-6.700371823,-6.028889491,,2.918910433,-0.130843525,,,1.708100491,,0.943426083,,,-7.897518961,,0.359689661,,,,,,,,0.945729161,-3.15412107,1.132680523,-3.010514033,,,,3.15086949,,,,0.439674693,1.008719041,1.213052959,-4.542863934,0.837537794,,0.053496234,,,-0.447614762,,,0.948618693,,,,,0.240047985,,-7.071404755,,0.662870874,2.643426268,,,,-1.894955546,,,,0.011531365,,0.457033726,,,11.58472903,3.031179319,-1.613973979,,,,4.333375291,,,,,,,,,,11.77026831,,-0.232592881,,3.041681261,,,-5.661788943,-1.623492587,,3.168412511,2.24730687,,1.357576084,,2.803978789,2.01061038,-1.5673842,,,,,,,,,,,,,1.862237826,1.487361243,2.479101778,,2.865506782,,,0.31228831,,,,,,4.237363884,,,,,,,,,,,,,3.283646936,1.18137419,,,,,,,,1.689907323,4.129502056,1.585233718,,,,,4.163523722,3.820728041,3.331614801,4.104552353,,3.250621822,,,,3.294118365,4.319631335,,7.924302509,,,,,,-1.555756532,-2.641029474,,2.18907586,5.258501869,2.223698531,,,,,0.705979095,,,,3.859674304,,,,,,,,,,,,,,
ACH-000906,ES2,10.71950383,-5.293372715,3.250181856,-1.615328796,,,,1.765123657,1.006498062,,,,,-2.622329862,-1.349962897,-0.34065933,-5.75570542,,,,-8.300956053,,,,,,,-2.285024477,,0.369134603,,-4.213731781,,,,,,,-1.716233308,,1.579737144,,,,,,,3.171150785,,1.390673147,3.318081073,,1.17770152,,2.142607627,,,-0.307338263,,,1.051684636,2.852201395,,-3.895108739,,0.308212837,,-6.955567936,-0.611388985,,,,,,,,,,1.203103547,,,,,11.83396775,3.717917367,0.938968946,,,,4.199594446,,,2.380527959,,-2.154715028,,,1.832971077,-3.767268126,9.188149568,,-2.362212982,,2.395069243,,,,-0.048371424,,,,,,,,,1.111919071,2.490491992,,0.345333115,3.073370791,2.652473517,0.965547894,0.562421527,,3.021782097,,,,-2.412636807,-0.723364728,-0.851266165,,-0.559051016,4.25489894,,,,3.788106457,,,3.993106131,4.234246037,3.887763669,,,,3.257258522,1.33064417,1.048027967,,,,,,3.296905194,0.044852819,,,-0.824890107,-2.73409779,,,3.294051282,,2.761836372,2.579465525,,-2.878467882,,4.181762185,4.081793291,3.022319124,,,,1.962322219,,,2.751640348,1.161879552,3.558922268,,7.966945823,,,-1.490024376,,4.035719763,-1.842978419,-4.362119749,,0.011372711,4.596197576,0.689575945,0.347133859,,,,0.889436614,,,-2.422698975,3.218516094,,,,,,,1.973253084,1.830676057,-1.470918255,,-3.423944791,1.862513979,,-1.580122721
ACH-000947,OVK18,,-6.758386556,,-1.830988198,-6.635231011,,,-0.137478284,,,-6.581631881,,0.811403589,-1.54740354,0.816599804,-2.609949367,-5.031974799,,,,,,,,,-0.715253646,,-5.504209641,-0.765614512,-1.666480183,,,,,,,,,-3.382048007,2.015465401,-2.806800705,,,,,,,,1.693893003,1.449712883,1.204518425,,,,,,,,,,,,,,,5.372952056,,-6.148930647,,,,,0.619694201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900838467,,,,,,,,,,,3.085848468,,2.577141215,5.124862844,,,,,,,,3.104724593,,1.86575081,,,,,,,,,,-3.076420412,4.222368873,,,,,,,,,,,1.391209259,,,,,,,2.095432485,,,,,,,,,3.381783236,,,,,,4.023629658,4.104086548,,,,0.902368615,,3.572725808,3.602276261,-0.345658127,3.717288602,,7.127181099,,,0.44288827,,,,,,-0.200369161,5.145453237,-0.239753779,,,,,2.107586487,,,,3.742378177,,,,,,,,,,,,,,
ACH-001063,DOV13,,-5.685859714,,-0.757357506,-8.692299431,,,1.744326466,,,,,,-1.319940734,-3.26513025,-4.797233335,-8.220991974,,,1.398459318,,,,,,,1.46867299,-4.626173855,,-0.248011966,,,,,,,,0.845654516,-0.96912191,1.064925211,-2.602708008,,,,,,,3.974967013,,1.557578282,1.30230175,-6.342219825,2.008691473,-4.165507855,1.191587423,,,,,,,,,,,2.972567264,,-7.257873352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.103458386,,,,,,,,3.558674825,,1.939951802,,,,,,,,,,,4.297666955,,,,,,,,,,,,,,,,,,0.770877158,,,,,,,,,3.781708437,,,,,,3.397829737,3.723584129,2.669442153,2.956195757,,-0.796275512,,3.760978721,2.846656316,,,,,,,,,,-0.669867331,-2.829690728,,0.619389353,5.04437873,1.090811443,,,,,,,,,4.019635283,,,,,,,,,,,,,,
ACH-001151,OVCAR5,,-6.074835853,2.702034901,-0.501480514,-7.014940684,,,-0.022844981,-0.938828867,-0.466981038,,,,-2.239231585,-0.578439068,-4.073133502,-8.327589397,,,1.847419609,,,,,,,,-3.81661602,1.247528009,-0.422947743,,-5.804756587,,,,,,,-0.675199684,,,,,,,,,4.306290524,2.047437512,-0.170705945,2.160724169,,,-3.768327672,,,,-1.735148562,0.505654038,,0.364197941,,-7.941440437,,,1.641111523,,,-1.109108882,,,-0.785966911,0.583733375,-0.668996385,,,,,-2.022536683,,,,-1.361586391,10.1606452,3.151815553,0.156171908,,,,4.068164005,,,,,0.033184547,,,4.377334775,-5.776705774,11.73333592,,-5.805579579,-7.463086338,2.982607839,3.836404287,2.484593357,,,,,,,,,,,2.023898861,4.366188747,,-1.808380452,2.921900063,,,,,2.981225546,,-5.541630604,,-1.238205284,-0.634015171,-0.377459732,,0.662124563,,,,,,,,,,,,,,,,,,,,,,,0.812866906,,,,,,,,,3.962719943,0.987141064,,-3.892151678,,,,4.155837416,,,,4.033849476,,4.303435141,3.322167213,,,,,,,,,4.226488704,-0.515197257,-4.886034007,,,,0.460470122,,,,,1.803898897,,,,3.286953728,,,,,,,,,,,,,,
ACH-001374,PA1,,-7.716910033,0.791658034,-1.354866262,-10.08460369,,,-0.752540758,,2.93856539,,,,0.383973959,-1.123489164,,-6.128099295,,2.569251448,0.079187425,,,1.07385653,,,,,-4.939980196,1.591390705,-0.137272663,,,,,2.101222621,,2.187607306,,-2.625744801,,,2.192336024,2.157759727,,,,,,,,,,,,,,,-6.557384909,-2.842446347,-6.854727128,-3.375086945,,,,,,-7.963387398,-8.878162393,,,0.851215437,,,,-2.303024375,,,,-1.759892243,1.074390634,-0.176439742,-0.497598734,-2.190284164,7.438066146,1.705513328,-1.543062349,1.895294824,1.925075532,,3.307888661,2.438569284,0.612784151,1.042600898,-8.807734185,-3.070928367,-0.95049864,,1.264343719,-5.422518954,9.135843936,,-5.683571965,-10.03960859,2.043981124,0.738992435,0.469228576,-6.790551388,-2.337656923,3.24913211,0.348203965,-1.52689481,1.599431694,-0.123915986,0.302471556,2.078325936,,-1.764160568,3.160237553,1.791348718,-1.839034756,1.049668198,2.054556388,2.822649585,2.747104635,,-0.786175925,2.645976532,,3.289806495,-4.576763074,-3.118146683,,3.418693543,-2.498632105,4.275354054,,-1.08602639,-8.125969239,3.704858365,,4.267821228,3.874806054,4.030872197,,2.280355883,3.175811547,2.635992279,,,-1.35266589,-3.323066485,-2.805457848,2.270280477,,-0.107393227,1.00153149,-1.963214512,4.268800876,2.25025002,0.341179404,-4.653008233,2.930730563,3.051136909,-1.971943554,3.35435867,2.488069737,-0.186834063,4.163248765,-4.84349292,,2.064555709,1.890219292,2.497398616,0.974445989,,3.420584531,-1.402504161,4.301648469,2.288732901,1.737288836,-0.861662351,2.394966882,,6.569197252,,-0.422221166,-3.396061139,3.211879848,4.073766675,-4.736931857,,,-1.616754774,3.533862689,-0.23154981,,-5.731534625,,,0.572568515,,,,2.711547506,,4.188650966,,,,,,,,,,,,
